可以提取现金吗,去银行可取现金吧,1
15号发工资，还款可以吗,15号还款可以吗,1
提前还清还可以再贷吗,提前还清什么时候可以在贷,0
为什么一直不扣款？应该18号就扣款的！,10号款日12号晚上12点还清是否可以,1
为什么会无法查看额度,为何无法查看额度,1
人工服务,还是六啊,0
微粒贷什么时候能发放到我呢,微粒贷什么时候开始真正实行,0
借款资金要多久才到账,单笔贷款时间是多久,1
借多久之内不产生利率,当时没扣款成功下次是什么时候,0
换卡后如何还款,他打的是我银行卡预留的手机号吗,0
会乱扣款吗,会随便扣钱么,1
不可以提现的吗？,借到的钱不可以取出来用吗,1
农业银行,我想更改收款帐户，如何更改？,0
什么是人行证,人行征信有影响吗,0
是不是借的款没还清，额度就不会恢复？,我的微粒贷提前还清可不可以再代出来,0
登录不上，怎么办,请问我的账号怎么今天登陆不了呀？,1
不好意思啊，刚才没听见,为什么从昨天开始没有人联系我,0
什么时候可以贷呢谢谢,什么时候就能贷了,1
就没得这个功能得,月消费二十万没微粒贷,0
像开通,借款网站打不开,0
QQ钱包上面没有微机贷怎么办,别人都有我怎么没有,0
能不能给调整额度？,5.如何提升额度,1
为什么你们的app登录不上的。一直都是loading转圈圈的状态,今天怎么不能登陆,1
逾期一天有没有影响信用,我想问一下我推迟了两天才还款会影响信用嚒,1
是输入了手机验证码后，下一步，显示借钱，就等了好久，没反应了,提醒验证码输入过多，该怎么办？,1
何时能邀请我使用微粒贷,为什么我的微信上还没有出现微米粒,0
为什么银行审核不通过,刚刚因为我预留号码不是本人的，所以审核未通过，重新申请有用么,0
不是邀请客户,不是客户,1
分为20期还会有多余的利息吗？,多笔借款什么意思,0
可以登记受邀吗？,可以注册微粒贷吗,1
为什么最近QQ号和微信号都登录不了了,不过很遗憾，还是登录不了啊,1
今天借的钱明天可以还款吗？,还款期限,0
为什么总说我身份信息输入错误次数过多无法借款,身份证输入错误多次，不能借钱,1
不好意思，错过了审核电话,刚刚给我打电话没有接到,1
罚息怎么计算的,逾期了怎么办,0
不可以提前还吗，,一次性全部还请是不是可以马上再借,0
没有人打电话过来,一切就绪就等银行确认放款,0
先还三万怎么操作,假如钱存到微信余额里，怎么还到微粒贷,0
为什么我的身份证输入，显示多次输入错误,我能借4万，却说是输入身份证次数多？,1
没绑定银行卡借不了吗,我银行卡绑定的号码已经换到现在的号码。但是发送验证码还是以前的号码,0
借完多久可以再借,一个月可以借几次,0
什么时候还款,我什么时候还款,1
我现在没办法还款了,为什么现在不能还款啊！,1
还本期账单,下月账单,1
为什么我的微粒贷有额度借不出来,您好，还款后为什么贷不出来,1
验证码,验证码获取,1
你好！我能申请晚还款吗？,为什么算我逾期,0
身份信息错误多无法借款,输入信息错误过多借不了款是什么原因,1
怎么在APP中找不到定期存款？,己完成开户，但在总览页找不到定期存款,1
我的朋友手机上没有，可以申请吗,我手机上怎么没有开通微信贷,1
还款后多久能借款？,请问借款期限,0
1.5万元分20期还，每期应还多钱,1000分10个月,1
借款到银行卡可以提现吗,借款是不是可以提现的,1
你好，贷款能出结清证明吗,开结清证明,1
你好。还款可以延后几天吗,可以申請延遲還款嗎？,1
以前大号密码忘记了,微众交易密码忘记了,0
一笔借款还清后是否可以马上进行第二笔借款,不能借钱,0
这个安全吗,安全证书,1
为什么贷款还没收到？,/快哭了没收到啊,1
上面没这图标,为何我不可微粒袋,0
28000分一年手续费为多少,10个月利息多少,1
找账单,我要看到共十期帐单里的每一期账单。,1
官网有吗,主页,1
借款提前还清还可以借吗,不能提前还一部分吗,0
为何我未满足审批要求,我的为什么不满足微众审批,1
取消怎么取消,关掉微粒贷,1
1500分二十个月还完。一个月要还多少,3000块分二十期，每期还多少钱,1
会多久再打电话,一般几时会来电话？,0
微粒贷从哪进入,为什么我借不了钱了,0
借款失败是怎么回事,我刚提交了借款，怎么没有成功呢,1
银行自动扣款时间,自动扣款一般是几点？,1
微粒贷开通失败原因,为什么无法补全身份证号码,0
为毛评分不够,为什么评估不足,1
你好，请问微粒贷利息怎么算的？,怎么点借款，选好金额和期数，只有预览每期还款金额，却没有下一步，借不了啊？,0
更换手机号怎么办？,是否可以更换手机号码,1
免息优惠券怎么获取？,借款免息优惠券如何获取,1
分期,借款分期还款以后，可以立即借款吗,0
你好我8.00时候显示还款成功9.00又显示还款失败是怎么回事,不是还款成功了吗，怎么又失败了,1
我现在有事着急用钱，但微粒贷还没还完，可以提额吗,为什么进不了微粒贷？,0
电话更改了,换手机,1
可以换手机号码不,我想换下手机号码接收信息,1
如何注销帐户,不用了，已经取消关注,0
如何变更还款日,在还款日第二天将逾期部分还清可以吗,0
不能还款和借,不能用手工还款望解决谢谢,0
不好意思，错过了审核电话,刚才没接到，你们的客服电话响一声就挂了？？,1
0.05%是一天多少钱,0.05%一天多少钱,1
请问：我的交易失败了，资金怎么处理的,怎么下载App说我网络连接有问题呢？我连着网呢？,0
我申请的一笔借款，想要取消,我想问刚刚申请的贷款能不能取消？,1
今日借款何时到账,借款后几天到帐,1
等待电话确认一般要多久,一般审核要多久才能通过？,0
什么时候还款呢,不同时间借款，还款日也不同么,0
为什么我的有微粒货，却不能借钱啊,为什么我的还没有微粒贷,0
如何才能拥有微粒贷,如何开通微粒贷,1
为什么没有达到要求,QQ上有,0
什么时候可以在借，,一个月可以借几次,0
你好，我要关闭微粒贷！,取消微贷,0
上次还款钱存错了现在怎么不能借了,现在没有钱全部还清，不能换卡还款吗,0
为什么可借一万五，却借不出来,为什么申请未通过,0
我的卡换了，可以用其他的卡还钱吗？,如何使用其他银行卡进行手动还款,0
借款后多久电话审核,借款后一般多久会接到小粒的外拨电话？,1
为什么我这没显示微粒贷,为何我微粒贷没开通呢,0
为啥单笔最高借4万,可以直接借10万吗？,0
想请问借款，可以取出来吗,去银行可取现金吧,1
身份信息输入过多错误次数无法借款,错误次数多，无法借款,1
借钱到最后一步是不是要发验证码到银行预留的手机上,请问填几次验证码,0
我那个，借款如果提前还清，下次借款是什么时候,我想请问如果提前还款！还了什么时候才能借款,1
我已经申请借款了要等电话确认，请问电话要多久能打给我,借款电话确认,1
为什么我输入支付密码的时候短信验证不发来,怎么修改密码,0
21号没扣钱,你好我这几天家里有事忘了看卡里余额刚把钱存进去你们扣吧,0
为什么他说请求信息非法呢,为什么会显示请求信息非法,1
10000元分20期每期多少钱,10000块钱分十个月是不是一个月还1千块,1
一般有多少钱,一开始你们微粒贷款多少钱,1
微众APP里有贷款的吗,为什么打开微众银行APP登录成功后，页面没有任何反应了？卸载后重新下载，再登录后还是如此，无法进行任何操作？为什么？,0
今天借明天换多少利息,你好，我问下，比如我借了2万，借了1个月零20天是算多少日子的利息,1
为什么我的借款不成功？,为什么我的微粒贷开通不了,0
我可以办微利贷吗,我的微粒贷显示21000额度，贷款不了，是什么原因,0
什么时候可以用到借款服务,什么时候可以借出来,1
为什么我到输入支付密码界面就输入不了了呢,请问我在借的过程中他叫我输入密码,0
如何计息,假如我借5000，一个月利息是75元吗,0
更换手机号怎么办？,我以前的电话号码不用了，要咋更改？,1
我6.3.6版本为什么没有微粒贷,我的怎么没有微粒贷呢,1
何时会邀请我使用微粒货想开通微粒货,为什么不邀请我我要开通,0
为什么我的微粒贷显示综合评估未通过审核,为什么审批这么慢？,0
为么不能贷款,不是说还款当日凌晨自动扣款吗，可凌晨过了，现在是早上了，钱怎么还没,0
我QQ上的微粒贷怎么消失了,本来我有微粒贷的图标，为什么不见了,1
自动还款失败,我的微粒贷10号还款怎么到现在没有自动扣款,1
还款情况,怎么还不到账,0
周四那款产品怎样,基金购买收益,0
一次只能借一笔,什么时候开通？可以借款？,0
没有按时还的处理办法,没有…我想知道我钱是够的怎么还款失败,0
电话审核些什么,审核什么？,1
不用借了,不要借了,1
不能支付购房是什么意思？,不可以用信用卡还么,0
iphone还没开放这个吗,不是苹果手机可以不,1
身份证,好像不行，一直是身份证信息不对，是不是有问题？,0
微信钱包里的没找到微贷,如果QQ号被盗对贵行有影响吗,0
一般什么时间播打电话,一般多久会打电话过来,1
众太平天天利怎么到9月29日就不再显示每天的利息了？,为什么众享太平天天利不每天发利息呀,1
手机都没响，只有个短信提醒说打来电话！,收到短信微粒贷12月31号至1月1号暂停服务，那我一号怎样还款？,0
借款失败的原因这是什么原因,为什么接了电话还说借款失败,1
你好本期账单能提前还款码（主动还）,借钱可以提前还款吗,1
怎么我微信还没有微粒贷呀,如何成为受邀客户？,0
额度会不会上调或者降低,我在问一下，我没用之前额度会不会降低,1
您好，微信贷可以在银行卡取现的吗？,可以取钱出来吗,1
借款怎么样才能取消,不借了行不行,0
只是输入了名字，身份证后四位，输入就跳出我第一次弄，（身份信息输入错误次数过多，无法借款）,在输入身份证号的时候，只输入了一次却被提示多次输入错误无法借款，是什么原因呢,1
iphone还没开放这个吗,不支持苹果手机嘛？,1
你们支持那些银行,微粒贷和哪些银行合作,1
微信贷,开通微贷粒,0
为什么我被推广了，但没有额度,为什么给我资格，没有额度,1
你好，还款是几号到几号,借款期限是多少,0
为啥我没有微粒贷,你好！贷款怎么操作,0
借款换卡人呢,你好我的还款银行卡变更了怎么更改,1
QQ钱包有图标微信钱包没有怎么回事,如何借贷,0
怎样满足微众银行审批要求,什么才是审批要求,0
分期手机，手机正品吗,有活动吗,0
为什么两次电话审核都没通过,为什么不对我开通,0
你好。可以取现金的吗?,一次只能提现40000吗,0
为什么我微粒贷无法借钱,为什么借钱不了,1
怎么改还款账户,怎么改还款银行卡,1
3:为什么无法查看额度,为什么无法看额度,1
以最高评估额为限吗,每日还款最大额度,0
我所天借款成功了什么没打到我银行卡,微众银行和微粒贷,0
不好意思啊，刚才没听见,信号差收不到电话,1
如何更换还款期,刚刚申请，还款时间可能申请的太长了，想改怎么改？,1
如何申请微粒贷,我想了解一下微粒贷业务,0
还没打来/发怒,钱打到哪,0
借款失败,为什么总显示非法信息然后借款失败？,1
转帐收费,是否支持快捷支付,0
最近几天微信及qq都无法登陆银行啊！有其它办法登陆吗？,微信无法登录,1
不是有免息优惠劵嘛,如何获得微袋免息卷,1
我现在还款已经还完了为什么不能借,按时还款的我为啥现在不能借了,1
前条信息说还款成功，后条又说逾期？,我已经还款，为何还会出现逾期提醒,0
多久后可以主动还款？,最后一次扣款会在什么时候,1
我选择提前还清还可以在借款吗,剩下的钱提前还清后，是不是立刻就能再借贷了,1
一般审批时间是多久,一般多久办好,1
刚才不好意思，未接到你们的客服电话,可以不让客服打电话进来吗,0
为什么现实综合评估未通啊,为什么综合评估未能通过,1
今下午两点前可以存上钱。请抵扣，谢谢！,什么时候扣,0
如果现在借款，十五分钟后未到帐，明天就不想借了，能取消吗,借款了怎么取消,1
微信可以用微粒贷吗,微信微粒贷和QQ微粒贷共用吗,0
借款使用用途有规定否,借款的钱能用来干什么？,1
借款可以用几日就还款吗？,可以分多少期？,0
你好，如果我借10000块钱一个月，利息多少？,利息是不是我还清了就不算了,0
我可以借款16000，我每天利息要还多少钱,计息,1
借款多长时间可以到账,请问借的钱多久可以到账？,1
为什么今天看变成10个月,如何更改还款分期的时间，现在是分十期，我想分三期,0
如何进行身份证认证,如何认证身份,1
一般多久会开放,也没法借,0
您好我可以借钱用于买股票吗？,我急投资,0
绑定手机号错误,我想换一下手机号码,1
为什么告诉我审核不通过,为什么审核会未通过？,1
一万元日息多少,一万元一日利息多少,1
你好银行卡号更改怎么搞,换卡什么时候能好？,0
怎样可以提前注册,可以查看自己银行卡注册的账户么？,0
16号还款日16号去存到代扣的卡里可以吗,不同日期的贷款是否都归纳到20号还款的？,0
能不能帮我关闭微粒贷,我想把微粒贷关掉,1
信息换手机发,亲，我要更改用户账号的手机号码哦,1
借款后可以作为什么用途,借款还监控资金用途？,1
借的借可以提现么,借款可以提现的吗,1
以前我微信上有微粒贷的为什么现在不见了,没有了,1
出具借款还清证明,我是与人工联系了的，说是我提出申请可以提供结清证明,0
怎样绑定银行卡微信支付？,绑定卡，认证，,1
微粒贷帮我可以解除吗,微粒贷能关闭吗,1
利息,利息是提前扣的？,0
你好，请问我想换一张银行卡还款，要怎么改,换卡为什么是正在加载,0
无法查询额度,我想看下自己的授权额度，怎么看不了,1
咋样增加额,很久了都不给提额,0
提前還款后多久才能重新借款？,提升额度提前还款能不能,0
信息,有怎麼資料要提供,1
换手机号码,已经更改了预留电话，怎么会不行,0
如果还清以后需要结清单怎么办,你好，可以给我发送一个本人微粒贷借款已经结清的证明不？,1
怎样取消借款，卡号是原来的，没有用了换一张自己的卡,假如今天借明天还，是直接取消借款吗？,0
我的预留手机号换了为什么还是以前的号码,我绑定的银行卡已经在银行更改了手机号码，发验证码时怎么还是显示以前的手机号？,1
为满足审批要求什么意思，可以详细点么？,你未满足微信银行审批要求,1
一天最高可以提取次数,亲请问我比如货款一万一个月是多少钱,0
10月3日的款为什么还没自动扣款,借款一个月可以全部还清吗？,0
不好意思，刚存进款，什么时候再扣还款？,不是应该当月几号借次月几号还吗,0
何时我有资格拿微粒贷名额,1如何开通,0
五点前还款失败,今天的还款没成功怎么办？,1
"为什么借代不成功,",借款不成功是怎么回事,1
微众定期存款有本息保障吗,你家难道不能定期存款吗？,0
0.05%利息，借4000的话日息是多少,开通微粒贷介绍开通微粒贷,0
/发呆菜单,看业务菜单,1
还款后有什么凭证吗,是不是假如我借了23000一直要把23000还清了，然后再恢复23000对吗,0
梯次帐单我看看,借据,1
你好麻烦给我打个还清证明,可以开结清证明吗,1
卡注销了，怎么用其他卡还,可以把钱转到其他银行卡吗,0
我还款完了，需要结清凭证,我还清了这个贷款，帮我开下贷款还清证明,1
你好，招商银行卡不能绑定吗？,为什么我的邮储银行卡绑定不了,1
为什么我还没接到审核电话,10个小时还不告诉我审核结果,0
我怎么没微粒贷窗口,我微信钱包里怎么没微粒贷的入口？,1
为什么上面一直要求输入验证码？,一直在输验证码和支付密码这两个页面转换不显示其他的啊,1
微粒贷罚金,什么是罚息,1
的还款记录,历史还款记录,1
还款银行卡想变更如何操作？,我还款帐号变了，怎样更改？,1
我怎么一份都借不出来,怎么这次借款最后一步不成功,1
输两次验证码输错了怎么办,验证码失效要多久恢复,0
不想借了也不能取消吗,不同银行卡都可以借钱,0
可以提前还款吗,提前还清欠款后，还能借款吗,1
我的,手机分期,0
为什么一直让我验证码。一点下一步还要在验证。没玩没了,上次借款已还清这次借款信息填好之后要手机验证码但验证码填好后又显示填写支付密码支付密码填好后又显示填写手机短信验证码老是这样反反复复,1
微信里面的钱不能还款？,请问我可以用微信钱包中的零钱还款吗？,1
为什么我的评估报告没有通过？？？,为什么我评估不通过？需要什么样的条件呢,0
没接到电话就没再打了,未接到电话,1
每天都是身份证输入错误多次,身份证号输入错误，需要多久再可以再输入,0
3#问题都没解决，满意什么,10000元0.05%不是500元了吗？,0
3.自动还款失败,不是5点前再次扣款吗？,0
你好请问下，还款有没有结清证明的,还款证明,1
一万块一天多少钱,100元一天多少钱,1
综合评估要怎么通过,评估,0
2:为什么没有微粒贷,为什么打开页面没有微粒贷显示,1
我的结清证明那,结清了额度没有提,0
下载了微信登陆的不能用,3下载,0
你好我想手动还款怎么不可以呢,为什么钱扣了还款失败？,0
为什么没有电话审核直接失败,什么分秒到账骗子，还审核未通过？是我不要了？什么意思,1
我的账单,我现在怎样在微信上查找帐单,0
进入不了微粒代,我微信钱包里怎么没微粒贷的入口？,1
什么时候我申请才能通过,一直没有人打电话给我,1
下载了怎么也不可以用,下载完APP呢,0
一般多久客户会打电话核实,一般几天会打电话给我,1
我再等开通贷款,开通条件,0
为什么我不能用微粒贷,'怎么才能有,1
开通微粒贷,Q龄够3年以上不是可以开通微粒贷的,1
开通没额度有屁用阿,为什么我朋友的都有，我缺没有,0
开通如何开通,客服我怎么不可以,1
五号还款日，五号中午还可以吗,你们扣款是每天哪个时间扣的,1
qq上申请了但是电话确认迟迟收不到,24小时过去了还没来电话确认,1
借款取消,不要借了,1
三分到帐，怎么还没到,一般微粒什么时候开放,0
我换手机号码了怎么换掉,如何换手机号码？,1
借钱免息的优惠券有吗,免息优惠券在哪领,1
登不上了,登陆不了，怎么回事？,1
我的微信钱包里找不到借贷呀？,我的微信钱包、？没有微粒贷介绍、能不能告诉我、我找不到,1
我在输入身份证号的时候输错了显示输错次数过多无法借款,为什么出现身份证多次输入提示,1
不要借了,不用提醒,0
一万块钱一个月多少利息,再次借款利息比较高,0
一直是电话等待,一直显示等待银行电话都一天了,1
为什么可以借由为什么申请失败呢？,为什么我现在钱借不出来,1
微粒贷什么时候能发放到我呢,微粒贷什么时候会邀请我,1
查看不到额度,我是受邀请客户为什么没有额度,0
为什么提示借款失败,1.借款失败原因,1
3.怎么计算利息,微粒货怎么计算利息,1
提前还款，还算利息吗,我之前有借过一次，现在还没有全部还清，如果我提前还清，会不会有啥不良影响,0
开通要求,开通资格,1
为何有的微信有有的没有,借款不符合条件如何进行,0
不被邀请就不能借？,_怎么能被邀请.,0
如何计息,借六万用一季度利息多少,1
为什么总是综合评估未通过,QQ上有微粒贷，显示综合评估未通过,1
多长时才可以再借款,提前还清还能再借嘛,0
工资没打上，能延后几天还款吗？,27号是还款日，28号还，这样是逾期吗,0
重新绑定银行卡,贷款绑定的银行卡丢失？,0
有两笔借钱，是不是要等两笔全部还清了才能再借，还是还清一笔就能再借？,逾期以后全部还清是否还可以借款,0
微粒贷支持哪些银行卡,用别人的银行卡借款，是不是还是我还钱,1
为什么到现在还不扣款,10000元20月期，每月多少钱,0
你好，能把我的微信中的微粒贷取消吗,通知,0
1没接到电话确认,一直没有接到借款电话,1
/亲亲能给个微粒贷吗,强开,0
去哪里添加银行卡,怎样绑定银行卡？,1
借款后几天能来电,你好，请问申请了借款后，显示等待电话确认，是当天会来电吗？,0
提前还款,现在qq受邀的是不是还很少呀？,0
我的微信上没有微粒贷显示呢,我手机没有微粒贷这项目啊，亲,1
一天了为什么还没来电话,上班时间才打电话确认吗,0
一般多久才有审核电话,一般几天能通过电话核实,0
为什么我的微粒贷不能用,申请了贷款，还没批复，怎么取消,0
为什么手机不显示微粒贷,为什么我手机没有贷款功能,1
借款还没还能借第二次吗,一般能借多久,0
我今天还清余款，当天可以再贷款吗？,为什么第二次借款要付这么多？,0
你好！怎么扣不了款,你好！我的卡上有钱为什么不扣啊,1
我是苹果5的，可没借钱功能,我是苹果系统没有的是吗？,1
你好，我4月1号应还款，能推迟几天吗,21号还款日，21号下午或者晚上还款算不算逾期,0
七天免息期,七天免息,1
是谁⊙_⊙,那你是誰,1
是你们老板吗,你老板都不认识，小心他开除你,1
您好，我想问下可不可人工提额,人工提额可以吗,1
还款后额度怎么提的更高一点,有额度就能借款吗,0
我为什么吗不能贷款,为什么我的还没有微粒贷,0
开通微粒贷额度我的微粒贷额度,微粒贷什么时候推出？,0
为什么还没有,为什么我第一次借款成功了，我提前还款后就不能借了呢没有结果,0
要多旧才可以到账,马上开放行不？急,0
怎么开不了户,综合未通过。开不了,1
我在微信里找不到借钱,微信上面找不到借钱,1
未满足银行要求,说是未满足众微银行审批,1
一般申请借款后多久资金能到卡里,为什么我的审核通不过，你们这是根据什么评的,0
微粒贷关了重新开通,能不能重复使用微粒贷,1
什么时候到款呀,为什么半小时没到账,0
:为什么没有微粒贷何时会邀请我使用微粒贷如何获得微粒贷借款资格,不是我上面写得是即将开放,0
微粒贷提前还清借款后，可以重新申请吗,提前还款能马上在借款吗,1
这个如果我申请贷款的话，需要些什么证明材料？？,申请要什么资料,1
提前还款有什么要求,提前还款，多久才能继续借款？,0
原来的手机号不用了，怎么换,怎么换手机号,1
什么计息,开通,0
如何开户微贷，,在app怎么进行开户或进行购买理财产品,1
为什么我朋友他们都有我还做了理财都没有太不公平了吧,一般是几点打电话过来,0
借款期限怎么计息,借款最短期限,1
我没接到电话。,未接到电话,1
3#解决问题一般,3不满意。问题未有效解决。,1
不好意思，错过了审核电话,刚接过一次电话，之后就没再打过来,1
…我想问如果获得微粒贷,为什么9号还款的到现在还没有,0
无法查看信用额度,查看不了额度，不符合，是什么,1
客服在吗我经常用微信支付，为什么还是没有额度，客服我没有额度,因我本人来南京忘记充卡。明天充足余额还可以,0
